contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
metaodi,train,Human,26.603,0.785,25.731,2.527,55.248,0.259,0.76,7.202,0.0,20.647,16.429,0.829,21.883,0.185,52.647,1.529,0.9,8.654,0.097,31.1,253,6.0,0.7,10.12,2.0,17.118,5.0,0.746,19.462,6.0,48.75,2.0,0.611,3.776,1.0,6.492,13,13,1.0,0.402,2.04,1.0,2.01,0.52
alvarotrigo,train,Human,89.291,0.589,60.42,27.035,72.335,1.917,0.794,20.243,0.034,55.557,22.675,0.801,23.783,0.222,49.294,20.156,0.803,23.016,0.282,47.577,93,4.25,0.696,7.75,2.0,14.955,7.0,0.459,10.333,5.0,10.149,2.5,0.514,3.444,2.0,4.06,4,9,2.0,0.439,2.5,1.0,2.468,0.333
guewen,train,Human,164.938,0.524,132.932,112.691,133.928,44.166,0.534,66.596,0.0,156.647,120.111,0.767,68.054,0.145,118.828,83.076,0.788,58.911,0.281,110.221,36,0.0,0.654,4.0,1.0,8.276,6.5,0.5,5.143,3.0,5.305,1.5,0.551,3.273,1.0,4.452,6,7,0.0,0.274,1.444,1.0,1.333,0.667
discoursebuild,train,Bot,,0.0,,,0.0,0.0,0.0,782.919,782.919,0.0,,0.0,,,0.0,1.871,0.717,2.618,0.79,6.338,300,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
token-generator-app[bot],train,Bot,13.011,0.78,12.997,1.527,26.816,0.091,0.825,4.968,0.0,18.481,1.34,0.885,4.817,0.089,14.653,6.02,0.834,9.078,0.373,22.251,241,6.5,0.576,12.684,6.0,21.016,1.0,0.546,48.2,16.0,73.121,2.0,0.358,1.975,1.0,1.518,1,5,4.0,0.372,2.474,1.0,1.867,0.053
mesosphere-ci,train,Bot,20.79,0.741,21.206,3.018,41.992,88.654,0.663,65.67,12.882,112.187,1.922,0.887,7.177,0.001,21.301,4.941,0.841,8.495,0.003,20.864,111,41.5,0.374,55.5,55.5,58.69,28.0,0.389,22.2,31.0,17.978,13.0,0.598,10.091,3.0,13.24,1,5,0.5,0.056,4.5,4.5,0.707,0.5
vsavkin,train,Human,89.139,0.442,68.37,60.464,55.266,0.004,0.772,28.93,0.0,104.237,100.543,0.553,55.703,27.95,57.489,94.195,0.63,47.97,25.262,59.294,30,3.0,0.467,3.333,2.0,3.808,3.5,0.407,3.0,2.0,2.449,1.0,0.396,2.0,1.0,1.964,3,10,1.0,0.306,1.778,1.0,1.302,0.333
cloudpossebot,train,Bot,9.678,0.62,7.493,4.816,10.197,0.002,0.889,5.023,0.0,22.608,4.938,0.812,4.187,0.001,9.794,2.448,0.832,3.536,0.001,9.04,144,11.5,0.658,18.0,7.0,30.617,38.0,0.4,28.8,21.0,23.478,2.0,0.517,3.512,2.0,4.92,3,5,1.0,0.221,1.625,1.5,0.744,0.375
crowdinbot,train,Bot,,0.0,,,0.0,0.0,0.0,1917.119,1917.119,0.0,,0.0,,,0.0,0.007,0.927,18.258,0.003,64.729,106,0.0,0.0,106.0,106.0,0.0,0.0,0.0,106.0,106.0,0.0,0.0,0.0,106.0,106.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
ndbroadbent,train,Human,143.412,0.612,92.027,57.597,122.831,0.015,0.844,1.973,0.0,9.304,143.949,0.574,110.201,65.48,137.545,113.913,0.725,63.646,1.36,108.86,35,1.0,0.322,1.842,1.0,1.259,11.75,0.493,8.75,6.5,9.323,1.0,0.244,1.458,1.0,0.833,13,4,0.0,0.085,1.105,1.0,0.315,0.684
ericclaeys,train,Human,,0.0,,,0.0,0.0,0.0,374.092,374.092,0.0,0.57,0.896,2.521,0.044,8.667,0.391,0.897,1.807,0.078,6.918,208,0.0,0.0,208.0,208.0,0.0,18.5,0.579,20.8,14.0,29.828,0.0,0.0,208.0,208.0,0.0,1,10,0.0,0.0,10.0,10.0,0.0,1.0
sewer56,train,Human,0.204,0.367,0.204,0.146,0.141,2.773,0.493,1.779,0.013,2.987,0.257,0.402,0.196,0.125,0.156,0.012,0.783,0.081,0.005,0.152,292,1.0,0.782,58.4,2.0,127.233,1.0,0.785,58.4,1.0,127.792,38.0,0.693,24.333,4.0,37.298,5,5,1.0,0.171,1.4,1.0,0.548,1.0
bluespice-github-bot,train,Bot,0.778,0.223,1.748,1.748,1.101,262.251,0.365,202.167,81.998,282.146,,0.0,,,0.0,1.51,0.758,2.919,0.503,6.887,210,104.0,0.495,105.0,105.0,147.078,0.0,0.0,210.0,210.0,0.0,69.5,0.441,70.0,69.0,69.505,1,1,0.0,0.0,1.0,1.0,0.0,0.5
ylv-io,train,Human,11.38,0.716,7.707,2.279,14.143,24.808,0.818,51.222,2.77,179.994,4.734,0.817,7.014,0.283,15.469,4.599,0.812,7.134,0.338,15.612,256,33.0,0.711,51.2,8.0,90.91,30.0,0.561,36.571,34.0,47.042,4.0,0.668,8.258,3.0,17.916,3,7,3.0,0.293,3.0,4.0,1.871,0.6
dkelosky,train,Human,54.396,0.737,59.841,12.573,102.072,0.57,0.771,39.73,0.0,115.403,68.34,0.717,71.585,19.676,114.044,19.715,0.825,36.114,1.526,80.341,60,7.0,0.441,6.667,3.0,6.021,17.5,0.528,10.0,5.0,11.082,1.0,0.492,2.727,1.0,3.326,3,6,2.0,0.264,1.778,1.0,0.972,0.333
ericbottard,train,Human,0.45,0.918,39.853,0.133,145.841,0.001,0.813,0.048,0.0,0.205,0.849,0.911,51.161,0.064,172.115,0.31,0.938,29.928,0.104,126.735,29,1.0,0.165,1.318,1.0,0.477,10.0,0.46,9.667,7.0,10.263,1.0,0.165,1.318,1.0,0.477,2,3,1.0,0.165,1.318,1.0,0.477,0.091
eamontracey,train,Human,40.066,0.652,39.915,19.646,62.608,15.714,0.681,13.279,1.106,25.232,2.824,0.909,20.706,0.314,75.605,6.083,0.845,12.123,0.558,34.716,182,30.25,0.613,22.75,9.0,29.793,1.0,0.807,26.0,2.0,63.943,4.0,0.527,4.333,2.0,5.15,2,7,1.25,0.292,1.875,1.5,1.126,0.25
kubermatic-triage-bot,train,Bot,62.978,0.348,125.937,124.035,90.039,239.558,0.58,244.451,49.741,422.562,,0.0,,,0.0,1.833,0.868,47.645,1.751,160.059,45,18.0,0.533,15.0,7.0,19.287,0.0,0.0,45.0,45.0,0.0,10.5,0.433,7.5,6.0,6.595,1,1,0.0,0.0,1.0,1.0,0.0,0.333
arvados-bot,train,Bot,22.463,0.571,15.785,10.504,18.727,130.146,0.623,129.703,20.3,221.246,2.944,0.631,3.545,2.623,5.272,21.441,0.731,22.335,4.633,43.1,98,23.5,0.658,24.5,4.5,41.701,24.0,0.714,24.5,1.5,46.336,8.0,0.58,6.533,3.0,8.114,1,4,0.75,0.321,1.75,1.0,1.5,0.25
tocsoft,train,Human,107.424,0.415,120.58,76.926,103.037,95.356,0.609,128.462,5.653,221.319,95.136,0.704,88.487,25.576,137.185,92.947,0.739,92.208,25.576,155.997,24,5.0,0.393,3.429,2.0,2.76,3.0,0.217,4.8,6.0,2.168,2.0,0.352,2.667,2.0,1.936,5,5,1.0,0.156,1.571,2.0,0.535,0.714
keschercode,train,Human,31.615,0.751,38.622,12.629,80.172,0.087,0.809,5.872,0.0,24.941,11.886,0.856,14.679,0.106,45.588,2.603,0.889,14.976,0.08,50.413,144,1.0,0.722,4.8,1.0,15.466,10.25,0.59,12.0,6.5,18.111,1.0,0.556,2.939,1.0,4.361,30,12,1.0,0.268,1.533,1.0,0.937,1.0
reporobot,train,Bot,10.639,0.723,6.651,0.532,10.87,157.481,0.419,128.926,34.697,190.112,6.897,0.788,6.509,0.32,13.249,8.401,0.772,7.172,0.779,13.785,208,0.0,0.809,34.667,1.0,82.466,20.0,0.128,69.333,68.0,20.033,13.0,0.717,18.909,6.0,34.207,6,3,0.0,0.208,1.333,1.0,0.816,1.0
l5io,train,Bot,0.555,0.745,0.606,0.078,1.034,0.001,0.819,0.307,0.0,1.167,0.509,0.733,0.454,0.072,0.747,0.176,0.847,0.342,0.005,0.802,146,3.0,0.708,16.222,4.0,33.944,3.0,0.71,29.2,3.0,56.923,1.0,0.535,2.655,1.0,4.334,5,5,1.0,0.311,1.667,1.0,1.323,0.556
gopherbot,train,Bot,0.165,0.685,0.19,0.065,0.365,0.014,0.804,0.102,0.0,0.456,0.112,0.728,0.14,0.042,0.3,0.115,0.747,0.138,0.024,0.317,230,6.0,0.758,13.529,3.0,29.833,52.5,0.555,28.75,14.5,31.811,1.0,0.427,2.11,1.0,2.518,2,8,1.0,0.345,1.824,1.0,1.551,0.118
yu199195,train,Human,5.333,0.83,8.331,0.177,18.768,0.009,0.827,8.169,0.001,25.503,4.163,0.858,7.5,0.023,18.541,1.119,0.879,5.737,0.012,16.235,198,4.75,0.785,11.0,2.0,33.537,34.25,0.569,19.8,8.5,22.15,1.0,0.524,2.87,2.0,5.213,14,10,1.0,0.362,1.833,1.0,1.654,0.778
